カテゴリ,品名,単位,1単位の目安g,数え方,別名(検索用),数値の作り方,優先,kcal,P,F,C,数値ソース,備考
のりレシピ,鶏むねと白滝の担々麺 1人前,人前,400,人前(0.5刻み),たんたんめん/しらたきたんたん,積算(のりレシピ),✓,350,35.0,15.0,18.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(100円レシピ)
のりレシピ,野菜カレー蕎麦 1人前,人前,400,人前(0.5刻み),かれーそば,積算(のりレシピ),✓,420,18.0,6.0,75.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(3食分)
のりレシピ,のり流野菜カレー 1人前,人前,300,人前(0.5刻み),やさいかれー/低脂質カレー,積算(のりレシピ),✓,280,25.0,8.0,28.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(作り置き)・ごはん別
のりレシピ,オートミールピザ 1枚,枚,150,枚(0.5刻み),おーとみーるぴざ,積算(のりレシピ),✓,280,16.0,10.0,30.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン
のりレシピ,豆腐お好み焼き 1枚,枚,250,枚(0.5刻み),とうふおこのみ,積算(のりレシピ),✓,300,20.0,12.0,26.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(低糖質)
のりレシピ,5割麦ごはん 茶碗1杯,杯,150,杯(0.5刻み),むぎごはん,積算(のりレシピ),✓,204,4.5,0.8,42.7,のりレシピ(のり公称換算),特典09
のりレシピ,玄米キムチ焼きめし 1人前,人前,300,人前(0.5刻み),きむちちゃーはん,積算(のりレシピ),✓,420,14.0,10.0,65.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(冷凍鍋2日目)
のりレシピ,栄養満点炊き込みご飯 茶碗1杯,杯,180,杯(0.5刻み),たきこみごはん,積算(のりレシピ),✓,250,8.0,2.0,50.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(冷凍鍋4日目)
のりレシピ,牛モモチャーハン 1人前,人前,300,人前(0.5刻み),ぎゅうももちゃーはん,積算(のりレシピ),✓,450,28.0,12.0,55.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(おかず5)
のりレシピ,オートミール豆乳卵雑炊 1杯,杯,300,杯(0.5刻み),おーつぞうすい,積算(のりレシピ),✓,260,17.0,9.0,28.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,サバ水煮缶の焼うどん 1人前,人前,350,人前(0.5刻み),さばやきうどん,積算(のりレシピ),✓,450,28.0,14.0,50.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典17
のりレシピ,卵のあんかけ野菜うどん 1人前,人前,450,人前(0.5刻み),あんかけうどん,積算(のりレシピ),✓,380,18.0,8.0,58.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典17
のりレシピ,麻薬鶏むねチャーシュー 1人前,人前,120,人前(0.5刻み),ちゃーしゅー/まやくちきん,積算(のりレシピ),✓,144,27.6,3.6,0.0,のりレシピ(のり公称換算),レッスン+特典09
のりレシピ,豚ひれチャーシュー 1人前,人前,120,人前(0.5刻み),ぶたひれちゃーしゅー,積算(のりレシピ),✓,144,26.0,4.0,1.0,のりレシピ(のり公称換算),レッスン+特典09
のりレシピ,鶏むね麻婆豆腐 1人前,人前,220,人前(0.5刻み),むねまーぼー,積算(のりレシピ),✓,250,30.0,8.0,10.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン
のりレシピ,鶏むねの焼きつくね 1人前,人前,120,人前(0.5刻み),やきつくね,積算(のりレシピ),✓,160,22.0,5.0,6.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン
のりレシピ,マグロアボカド 1人前,人前,120,人前(0.5刻み),まぐろあぼかど,積算(のりレシピ),✓,422,41.0,28.0,4.0,のりレシピ(のり公称),特典09
のりレシピ,のり流卵焼き 2切れ,人前,80,人前(0.5刻み),のりたまごやき,積算(のりレシピ),✓,234,20.0,17.0,0.0,のりレシピ(のり公称),特典09
のりレシピ,キクラゲときゅうりの中華風リンゴ酢和え 1人前,人前,100,人前(0.5刻み),きくらげきゅうり,積算(のりレシピ),✓,40,1.5,2.0,4.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典15
のりレシピ,鶏むねとキクラゲのリンゴ酢蒸し 1人前,人前,180,人前(0.5刻み),きくらげむし,積算(のりレシピ),✓,180,28.0,3.0,8.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典15
のりレシピ,キクラゲと豚もものスタミナ炒め 1人前,人前,180,人前(0.5刻み),きくらげすたみな,積算(のりレシピ),✓,220,24.0,10.0,8.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典15
のりレシピ,キクラゲと豚もも・キムチの韓国風炒め 1人前,人前,180,人前(0.5刻み),きくらげきむち,積算(のりレシピ),✓,230,23.0,11.0,9.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典15
のりレシピ,キクラゲと鶏むね・パプリカの甘酢炒め 1人前,人前,180,人前(0.5刻み),きくらげあまず,積算(のりレシピ),✓,200,26.0,4.0,14.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典15
のりレシピ,鶏むねとブロッコリーの塩炒め 1人前,人前,180,人前(0.5刻み),むねぶろっこりー,積算(のりレシピ),✓,210,30.0,6.0,6.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,大豆ミートと卵白のオムレツ風 1人前,人前,150,人前(0.5刻み),そいおむれつ,積算(のりレシピ),✓,140,20.0,4.0,6.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,タラの蒸し焼きポン酢おろし 1人前,人前,150,人前(0.5刻み),たらぽんず,積算(のりレシピ),✓,100,16.0,1.0,6.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,ささみと枝豆のねぎ塩レンジ蒸し 1人前,人前,150,人前(0.5刻み),ささみねぎしお,積算(のりレシピ),✓,160,25.0,4.0,5.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,そば納豆チキンサラダ 1人前,人前,300,人前(0.5刻み),そばさらだ,積算(のりレシピ),✓,380,30.0,8.0,48.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,ライ麦パン×オイコス×ツナ 1人前,人前,180,人前(0.5刻み),らいむぎおいこす,積算(のりレシピ),✓,290,28.0,5.0,32.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典18
のりレシピ,ダイエットスープ 1杯,杯,300,杯(0.5刻み),だいえっとすーぷ,積算(のりレシピ),✓,120,10.0,3.0,14.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(6食分作り置き)
のりレシピ,1日分の野菜味噌汁 1杯,杯,300,杯(0.5刻み),やさいみそしる,積算(のりレシピ),✓,275,25.0,4.0,39.0,のりレシピ(のり公称),特典09
のりレシピ,キクラゲと卵のリンゴ酢中華スープ 1杯,杯,250,杯(0.5刻み),きくらげすーぷ,積算(のりレシピ),✓,80,6.0,4.5,4.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典15
のりレシピ,サバ缶キムチ鍋 1人前,人前,400,人前(0.5刻み),さばきむちなべ,積算(のりレシピ),✓,350,30.0,18.0,12.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典17
のりレシピ,鮭ときのこの味噌鍋 1人前,人前,400,人前(0.5刻み),さけみそなべ,積算(のりレシピ),✓,320,32.0,12.0,16.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典17
のりレシピ,豆乳鍋 1人前,人前,400,人前(0.5刻み),とうにゅうなべ,積算(のりレシピ),✓,330,28.0,16.0,18.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典17
のりレシピ,のり流味噌鍋 1人前,人前,400,人前(0.5刻み),みそなべ,積算(のりレシピ),✓,300,28.0,12.0,16.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),特典17
のりレシピ,かぼちゃと鶏モモ煮 1人前,人前,250,人前(0.5刻み),かぼちゃとりもも,積算(のりレシピ),✓,320,22.0,12.0,28.0,のりレシピ(概算・採用確定(2026-08-18きよむ判断)),レッスン(冷凍鍋6日目)
のりレシピ,レモン炭酸水 1杯,杯,200,杯,れもんたんさん,積算(のりレシピ),✓,5,0.0,0.0,1.0,のりレシピ(概算(ほぼ0)),特典10
のりレシピ,イヌリン水 1杯,杯,200,杯,いぬりん,積算(のりレシピ),✓,10,0.0,0.0,5.0,のりレシピ(概算(イヌリン5g・食物繊維)),特典10
のりレシピ,リンゴ酢炭酸水 1杯,杯,200,杯,りんごすたんさん,積算(のりレシピ),✓,10,0.0,0.0,2.0,のりレシピ(概算(りんご酢15ml)),特典10
のりレシピ,ブラックコーヒー+MCTオイル 1杯,杯,150,杯,MCT/えむしーてぃー,積算(のりレシピ),✓,95,0.2,10.0,0.7,のりレシピ(概算(MCT10g)),特典10
のりレシピ,梅干し炭酸水 1杯,杯,200,杯,うめたんさん,積算(のりレシピ),✓,5,0.1,0.0,1.0,のりレシピ(概算(ほぼ0)),特典15
ダイエット定番,オートミール米化 1食,個,105,個(0.5刻み),べいか/おこめか,積算,✓,105,4.1,1.7,20.7,積算(内訳台帳),乾30g+水・レンジ
ダイエット定番,オーバーナイトオーツ 1杯,杯,180,杯(0.5刻み),おーばーないと,積算,✓,244,9.9,7.0,40.5,積算(内訳台帳),オーツ40g+豆乳/ヨーグルト
ダイエット定番,オートミール蒸しパン 1個,個,120,個,むしぱん,積算,✓,230,11.6,8.3,30.1,積算(内訳台帳),
ダイエット定番,プロテインオートミール 1杯,杯,200,杯(0.5刻み),ぷろておーつ,積算,✓,317,28.0,8.5,36.4,積算(内訳台帳),
ダイエット定番,おから蒸しパン 1個,個,120,個,おからむしぱん,積算,,205,12.5,9.7,22.3,積算(内訳台帳),
ダイエット定番,おからパウダー 大さじ2,杯,12,杯,おからぱうだー,転記,,40,2.8,1.6,6.3,転記(成分表04089),
ダイエット定番,鶏ハム 1人前,人前,100,人前(0.5刻み),とりはむ/自家製サラダチキン,積算,,113,23.3,1.9,2.1,積算(内訳台帳),
ダイエット定番,鶏むねそぼろ 1人前,人前,80,人前(0.5刻み),むねそぼろ,積算,✓,136,12.6,8.4,3.4,積算(内訳台帳),作り置き定番
ダイエット定番,沼 1食,人前,400,人前(0.5刻み),ぬま,積算,,449,30.1,3.1,81.8,積算(内訳台帳),筋トレ民定番(鶏むね+米+野菜の炊飯器粥)
ダイエット定番,マグマ 1食,人前,400,人前(0.5刻み),まぐま,積算,,454,29.7,3.1,82.2,積算(内訳台帳),沼のトマト版
ダイエット定番,鶏むね+ブロッコリー+玄米弁当 1食,人前,350,人前(0.5刻み),きんとれべんとう/ミールプレップ,積算,✓,390,38.3,4.4,58.2,積算(内訳台帳),筋トレ弁当の定番形
ダイエット定番,脂肪燃焼スープ 1杯,杯,300,杯(0.5刻み),しぼうねんしょう/デトックススープ,積算,,64,3.1,0.4,14.3,積算(内訳台帳),野菜たっぷり
ダイエット定番,糖質0麺 1袋,個,180,個,とうしつぜろめん,市販平均,,15,1.0,0.2,6.0,市販平均,
ダイエット定番,こんにゃく麺 1袋,個,150,個,こんにゃくめん,市販平均,,10,0.1,0.0,4.0,市販平均,
ダイエット定番,豆腐そうめん 1パック,個,150,個,とうふそうめん,市販平均,✓,94,4.9,2.5,14.0,市販平均,
ダイエット定番,カリフラワーライス 1食,個,150,個,かりふらわーらいす,市販平均,,40,2.4,0.2,7.5,市販平均,
ダイエット定番,ブランパン 1個,個,45,個,ぶらんぱん,市販平均,,65,6.3,2.7,8.6,市販平均,
ダイエット定番,低糖質パン 1個,個,50,個,ていとうしつぱん/ロカボパン,市販平均,,110,8.0,4.5,13.0,市販平均,
ダイエット定番,全粒粉パスタ(ゆで) 1人前,人前,220,人前(0.5刻み),ぜんりゅうふんぱすた,転記,✓,330,12.8,2.0,70.8,転記(成分表01064),ソース別
ダイエット定番,パワーサラダ 1皿,人前,300,人前(0.5刻み),ぱわーさらだ,積算,,255,24.1,15.8,10.7,積算(内訳台帳),チキン+卵+野菜+ナッツ
ダイエット定番,サラダボウル(玄米入り) 1皿,人前,350,人前(0.5刻み),さらだぼうる,積算,✓,324,18.7,9.7,46.3,積算(内訳台帳),
ダイエット定番,豆腐サラダ 1皿,人前,200,人前(0.5刻み),とうふさらだ,積算,✓,117,8.6,7.2,6.2,積算(内訳台帳),
ダイエット定番,温野菜(蒸し野菜) 1皿,人前,150,人前(0.5刻み),おんやさい/むしやさい,積算,,68,4.6,0.5,15.7,積算(内訳台帳),
ダイエット定番,納豆キムチ豆腐 1人前,人前,200,人前(0.5刻み),なっとうきむち,積算,✓,158,14.5,8.7,9.5,積算(内訳台帳),定番の組み合わせ
ダイエット定番,塩昆布キャベツ 小鉢1,人前,80,人前(0.5刻み),しおこんぶきゃべつ,積算,,52,1.7,3.1,5.5,積算(内訳台帳),
ダイエット定番,酢キャベツ 小鉢1,人前,80,人前(0.5刻み),すきゃべつ,積算,,26,0.8,0.1,5.8,積算(内訳台帳),
ダイエット定番,無限ピーマン 小鉢1,人前,80,人前(0.5刻み),むげんぴーまん,積算,,81,3.3,6.4,3.4,積算(内訳台帳),
ダイエット定番,サラダフィッシュ 1袋,個,70,個,さらだふぃっしゅ,市販平均,,90,14.0,3.5,0.3,市販平均,
ダイエット定番,ヨーグルトバーク 1人前,人前,100,人前(0.5刻み),よーぐるとばーく,積算,✓,68,2.7,2.1,10.8,積算(内訳台帳),
ダイエット定番,冷凍フルーツミックス 1人前,人前,100,人前(0.5刻み),れいとうふるーつ,転記,,48,0.5,0.1,12.9,転記(成分表07124),
ダイエット定番,寒天ゼリー(0kcal系) 1個,個,200,個,かんてんぜりー/ゼロカロリーゼリー,市販平均,,0,0.0,0.0,0.0,市販平均,
ダイエット定番,ハイカカオチョコ(72%) 1かけ,個,5,個,はいかかお,市販平均,,28,0.5,2.0,1.6,市販平均,
ダイエット定番,甘栗 1袋,個,80,個,あまぐり,転記,,166,3.9,0.7,38.8,転記(成分表05013),
ダイエット定番,ソイジョイ 1本,本,30,本,そいじょい,市販平均,,135,5.0,7.5,13.0,市販平均,
ダイエット定番,プロテイン(ソイ) 1杯,杯,30,杯,そいぷろてん,市販平均,✓,110,16.0,1.0,9.0,市販平均,既存WPCと対
ダイエット定番,炭酸水(無糖) 1本,本,500,本,たんさんすい,転記,,0,0.0,0.0,0.0,転記(成分表(手動)),0kcal
ダイエット定番,トマトジュース(無塩) 1本,本,200,本,とまとじゅーす,転記,,36,1.2,0.0,8.6,転記(成分表06186),
ダイエット定番,アーモンドミルク(無糖) コップ1杯,杯,200,杯(0.5刻み),あーもんどみるく,市販平均,✓,40,2.0,3.0,1.8,市販平均,
ダイエット定番,オーツミルク コップ1杯,杯,200,杯(0.5刻み),おーつみるく,市販平均,✓,80,0.6,3.0,13.0,市販平均,
ダイエット定番,EAA/BCAAドリンク 1杯,杯,500,杯,いーえーえー/びーしーえーえー,市販平均,,50,12.0,0.0,1.0,市販平均,ほぼ0kcal
筋トレ・増量,塩むすび 1個,個,100,個,しおむすび/トレ前おにぎり,転記,,170,2.7,0.3,39.4,転記(成分表01111),トレ前の定番 / 成分表に実在発見→転記へ(段階2-2)
筋トレ・増量,鶏むね+白米セット 1食,人前,350,人前(0.5刻み),とれごはん/トレ後セット,積算,✓,470,40.0,3.4,74.4,積算(内訳台帳),トレ後の定番(むね150g+白米200g)
筋トレ・増量,あんこトースト 1枚,枚,90,枚,あんトースト,積算,,167,7.9,2.2,32.4,積算(内訳台帳),
筋トレ・増量,はちみつトースト 1枚,枚,75,枚,はちみつとーすと,積算,,247,4.1,9.9,37.3,積算(内訳台帳),
筋トレ・増量,ピーナッツバタートースト 1枚,枚,77,枚,ぴーなつとーすと,積算,✓,303,10.6,18.0,28.8,積算(内訳台帳),
筋トレ・増量,オートミールバナナボウル 1杯,杯,250,杯(0.5刻み),ばななぼうる,積算,✓,327,9.9,6.3,63.1,積算(内訳台帳),
筋トレ・増量,磯辺餅 2個,人前,110,人前(0.5刻み),いそべもち/磯辺焼き,積算,✓,242,4.9,0.6,54.7,積算(内訳台帳),
筋トレ・増量,ウェイトゲイナーシェイク 1杯,杯,400,杯,げいなー/増量シェイク,市販平均,,400,30.0,5.0,60.0,市販平均,
筋トレ・増量,カーボドリンク 1杯,杯,500,杯,かーぼ/マルトデキストリン,市販平均,,180,0.0,0.0,45.0,市販平均,トレ中の糖質補給
筋トレ・増量,プロテイン牛乳割り 1杯,杯,230,杯,ぷろてぎゅうにゅう,積算,✓,239,28.5,9.1,12.6,積算(内訳台帳),
筋トレ・増量,鶏もも+白米弁当 1食,人前,400,人前(0.5刻み),ぞうりょうべんとう,積算,✓,640,29.0,19.3,92.7,積算(内訳台帳),増量ミールプレップ
筋トレ・増量,バナナジュース 1杯,杯,250,杯(0.5刻み),ばななじゅーす,積算,,184,6.0,5.9,29.7,積算(内訳台帳),牛乳+バナナ
ダイエット定番,ゆで鶏(鶏しゃぶ) 1人前,人前,150,人前(0.5刻み),とりしゃぶ/ゆでどり,積算,,152,33.0,2.7,0.9,積算(内訳台帳),
ダイエット定番,鶏むねのレンジ蒸しポン酢 1人前,人前,160,人前(0.5刻み),れんじむしどり,積算,✓,156,33.2,2.7,1.7,積算(内訳台帳),
ダイエット定番,鶏むねピカタ 1人前,人前,150,人前(0.5刻み),ぴかた,積算,✓,223,31.5,9.8,4.0,積算(内訳台帳),
ダイエット定番,揚げない塩唐揚げ 1人前,人前,120,人前(0.5刻み),あげないからあげ/ノンフライ,積算,,192,23.5,7.9,7.5,積算(内訳台帳),
ダイエット定番,鶏むねナゲット 5個,人前,125,人前(0.5刻み),むねなげっと,積算,✓,259,22.9,16.6,6.4,積算(内訳台帳),
ダイエット定番,ささみの梅しそ焼き 1人前,人前,120,人前(0.5刻み),うめしそ,積算,✓,149,24.3,3.9,5.7,積算(内訳台帳),
ダイエット定番,ささみチーズ焼き 1人前,人前,130,人前(0.5刻み),ささみちーず,積算,✓,192,27.9,7.8,4.0,積算(内訳台帳),
ダイエット定番,ガーリックチキンステーキ 1人前,人前,180,人前(0.5刻み),がーりっくちきん,積算,,340,25.6,26.3,1.8,積算(内訳台帳),むね使用
ダイエット定番,蒸しささみ 2本,人前,80,人前(0.5刻み),むしささみ,積算,✓,82,19.1,0.6,0.2,積算(内訳台帳),
ダイエット定番,鶏むねの柚子胡椒焼き 1人前,人前,150,人前(0.5刻み),ゆずこしょう,積算,✓,176,30.6,6.5,0.7,積算(内訳台帳),
ダイエット定番,卵白オムレツ 1人前,人前,130,人前(0.5刻み),らんぱくおむれつ,積算,✓,83,12.3,3.2,0.8,積算(内訳台帳),
ダイエット定番,全卵+卵白スクランブル 1人前,人前,140,人前(0.5刻み),らんぱくすくらんぶる,積算,✓,142,14.1,9.0,1.0,積算(内訳台帳),
ダイエット定番,自家製味玉 1個,個,55,個,あじたま/煮卵,積算,✓,72,6.5,5.2,1.2,積算(内訳台帳),
ダイエット定番,エッグマフィン 1個,個,120,個,えっぐまふぃん,積算,,294,16.1,16.9,22.3,積算(内訳台帳),
ダイエット定番,サバ缶トマト煮 1人前,人前,220,人前(0.5刻み),さばとまと,積算,✓,220,21.0,13.4,6.3,積算(内訳台帳),
ダイエット定番,サバ缶キムチ和え 1人前,人前,150,人前(0.5刻み),さばきむち,積算,✓,203,20.8,13.2,2.4,積算(内訳台帳),
ダイエット定番,ツナ豆腐 1人前,人前,200,人前(0.5刻み),つなどうふ,積算,✓,115,14.6,5.5,3.4,積算(内訳台帳),
ダイエット定番,エビとブロッコリーの炒め 1人前,人前,180,人前(0.5刻み),えびぶろっこりー,積算,✓,201,18.3,13.5,6.7,積算(内訳台帳),
ダイエット定番,魚肉ソーセージ 1本,本,70,本,ぎょにそ/フィッシュソーセージ,市販平均,,110,8.1,5.0,8.8,市販平均,
ダイエット定番,もち麦100%飯 茶碗1杯,杯,150,杯(0.5刻み),もちむぎひゃくぱー,転記,✓,177,3.3,0.8,42.8,転記(成分表01170),
ダイエット定番,しらたき混ぜごはん 茶碗1杯,杯,180,杯(0.5刻み),しらたきごはん,積算,✓,193,3.3,0.4,46.3,積算(内訳台帳),
ダイエット定番,カリフラワーライスチャーハン 1人前,人前,280,人前(0.5刻み),かりふらちゃーはん,積算,,234,14.8,16.0,10.3,積算(内訳台帳),
ダイエット定番,オートミールチャーハン 1人前,人前,250,人前(0.5刻み),おーつちゃーはん,積算,✓,314,15.7,16.1,30.0,積算(内訳台帳),
ダイエット定番,オートミールリゾット 1杯,杯,280,杯(0.5刻み),おーつりぞっと,積算,✓,249,13.3,8.8,34.9,積算(内訳台帳),
ダイエット定番,ゼンパスタ 1人前,人前,250,人前(0.5刻み),ぜんぱすた/乾燥しらたき麺,積算,,78,1.2,5.2,9.9,積算(内訳台帳),
ダイエット定番,プロテインスムージー(バナナ) 1杯,杯,300,杯,ぷろてすむーじー,積算,✓,302,28.0,7.4,32.7,積算(内訳台帳),
ダイエット定番,プロテインヨーグルト 1杯,杯,180,杯(0.5刻み),ぷろてよーぐると,積算,✓,142,16.4,5.2,8.9,積算(内訳台帳),オイコス+プロテイン
ダイエット定番,プロテインコーヒー 1杯,杯,250,杯,ぷろてこーひー/カフェオレプロテイン,積算,✓,106,18.7,1.2,4.0,積算(内訳台帳),
ダイエット定番,プロテインアイス(自家製) 1個,個,100,個,ぷろてあいす,積算,✓,130,17.0,2.8,9.4,積算(内訳台帳),
ダイエット定番,プロテインパンケーキ 1人前,人前,180,人前(0.5刻み),ぷろてぱんけーき,積算,,327,29.6,8.7,34.7,積算(内訳台帳),一般形(のりレシピ版と別)
ダイエット定番,きのこのソテー 1人前,人前,120,人前(0.5刻み),きのこそてー,積算,,72,2.8,5.3,5.8,積算(内訳台帳),
ダイエット定番,しらたき明太パスタ風 1人前,人前,220,人前(0.5刻み),しらたきめんたい,積算,,101,5.9,7.3,6.5,積算(内訳台帳),
ダイエット定番,キャベツの塩だれ和え 小鉢1,人前,90,人前(0.5刻み),しおだれきゃべつ,積算,,58,1.2,4.1,5.0,積算(内訳台帳),
ダイエット定番,豆腐グラタン 1人前,人前,250,人前(0.5刻み),とうふぐらたん,積算,✓,228,15.6,15.2,9.3,積算(内訳台帳),
ダイエット定番,MCTオイル 小さじ1,杯,4,杯,えむしーてぃーおいる,転記,✓,36,0.0,4.0,0.0,転記(成分表(手動)),
ダイエット定番,粉飴(マルトデキストリン) 大さじ1,杯,9,杯,こなあめ,市販平均,,35,0.0,0.0,8.7,市販平均,
コンビニ・市販,高たんぱくヨーグルト(パルテノ型) 1個,個,100,個,ぱるての/高たんぱくよーぐると,市販平均,✓,100,10.0,4.3,4.5,市販平均,
コンビニ・市販,グリルチキン(コンビニ) 1個,個,80,個,ぐりるちきんこんびに,市販平均,,130,14.0,7.0,2.0,市販平均,
コンビニ・市販,砂肝スモーク 1袋,個,60,個,すなぎもすもーく,市販平均,,60,11.0,1.5,1.0,市販平均,
コンビニ・市販,プロテインin ゼリー飲料 1個,個,180,個,ぷろていんぜりーいんりょう,市販平均,✓,90,10.0,0.0,12.0,市販平均,
コンビニ・市販,高たんぱく豆乳 1本,本,200,本,こうたんぱくとうにゅう,市販平均,✓,100,10.0,5.0,3.5,市販平均,
コンビニ・市販,もち麦おにぎり 1個,個,110,個,もちむぎおにぎり,市販平均,✓,170,3.5,1.5,36.0,市販平均,
コンビニ・市販,玄米おにぎり 1個,個,110,個,げんまいおにぎり,市販平均,✓,170,3.5,1.5,36.0,市販平均,
コンビニ・市販,サラダチキンの全粒粉サンド 1包装,個,150,個,ちきんさんど,市販平均,✓,260,22.0,7.0,28.0,市販平均,
コンビニ・市販,サラダチキン(ハーブ) 1袋,個,110,個,はーぶちきん,市販平均,,115,24.0,1.5,1.5,市販平均,
コンビニ・市販,サラダチキン(スモーク) 1袋,個,110,個,すもーくさらだちきん,市販平均,,115,24.0,1.5,1.5,市販平均,
コンビニ・市販,サラダチキン(タンドリー・スパイシー) 1袋,個,110,個,たんどりーちきん,市販平均,,115,24.0,1.5,1.5,市販平均,
コンビニ・市販,サラダチキン(レモン) 1袋,個,110,個,れもんちきん,市販平均,,115,24.0,1.5,1.5,市販平均,
コンビニ・市販,ほぐしサラダチキン 1袋,個,80,個,ほぐしちきん,市販平均,,90,18.0,1.0,1.0,市販平均,
コンビニ・市販,ささみソーセージ 1本,本,65,本,ささみそーせーじ,市販平均,✓,80,10.0,3.0,3.5,市販平均,
コンビニ・市販,こんにゃくゼリー 1個,個,25,個,こんにゃくぜりー,市販平均,,25,0.0,0.0,6.0,市販平均,
ダイエット定番,プロテイン(WPI) 1杯,杯,30,杯,あいそれーと/WPI,市販平均,✓,110,25.0,0.5,1.5,市販平均,
ダイエット定番,プロテイン(カゼイン) 1杯,杯,30,杯,かぜいん,市販平均,✓,110,23.0,1.0,2.5,市販平均,
ダイエット定番,ヨーグルト(プレーン無糖) 100g,g,100,g(10刻み),ぷれーんよーぐると,転記,✓,56,3.6,3.0,4.9,転記(成分表13025),
ダイエット定番,ヨーグルト(低脂肪無糖) 100g,g,100,g(10刻み),ていしぼうよーぐると,転記,✓,40,3.7,1.0,5.2,転記(成分表13053),
ダイエット定番,豆乳ヨーグルト 100g,g,100,g(10刻み),とうにゅうよーぐると/大豆ヨーグルト,転記,✓,43,3.6,2.8,2.3,転記(成分表04052),
素材(追加),鶏むね(皮つき) 100g,g,100,g(10刻み),むねかわつき,転記,✓,133,21.3,5.9,0.1,転記(成分表11219),
素材(追加),鶏むねひき肉 100g,g,100,g(10刻み),むねひきにく,転記,✓,171,17.5,12.0,0.0,転記(成分表11230),
主食,ごはん どんぶり1杯,杯,300,杯(0.5刻み),どんぶりめし,転記,✓,468,7.5,0.9,111.3,転記(成分表01088),
主食,おにぎり(おかか) 1個,個,110,個,おかか,積算,,178,4.4,0.4,39.6,積算(内訳台帳),
魚料理,サバ味噌煮缶 1缶,個,190,個,さばみそかん,転記,✓,399,31.0,26.4,12.5,転記(成分表10165),
卵・大豆・乳,充填豆腐(3連) 1個,個,150,個,じゅうてんどうふ/小分け豆腐,転記,✓,84,7.5,4.7,3.8,転記(成分表04035),
卵・大豆・乳,豆腐干 1人前,人前,100,人前(0.5刻み),とうふかん/干し豆腐,市販平均,✓,150,16.0,8.0,4.0,市販平均,
卵・大豆・乳,さけるチーズ 1本,本,25,本,さけるちーず,市販平均,✓,80,6.8,5.7,0.2,市販平均,
間食・デザート,くるみ 1つかみ,人前,15,人前(0.5刻み),くるみ/ウォールナッツ,転記,✓,107,2.2,10.3,1.8,転記(成分表05014),
間食・デザート,カシューナッツ 1つかみ,人前,15,人前(0.5刻み),かしゅー,転記,✓,89,3.0,7.1,4.0,転記(成分表05005),
麺類,十割そば(ゆで) 1人前,人前,300,人前(0.5刻み),じゅうわりそば,転記,✓,390,14.4,3.0,78.0,転記(成分表01128),つゆ込み
肉料理,焼き鳥(もも・塩) 1本,本,45,本,やきとりしお,積算,,84,7.3,6.2,0.0,積算(内訳台帳),
間食・デザート,ゆであずき(あんこ) 大さじ1,杯,20,杯,あんこ/こしあん/つぶあん,転記,,25,1.7,0.2,5.1,転記(成分表04002),
素材(追加),キヌア(炊) 100g,g,100,g(10刻み),きぬあ,転記,✓,140,4.7,1.2,24.7,転記(成分表(手動)),
素材(追加),紫芋(冷) 100g,g,100,g(10刻み),むらさきいも,転記,✓,122,1.2,0.3,31.4,転記(成分表02049),
間食・デザート,マカダミアナッツ 1つかみ,人前,15,人前(0.5刻み),まかだみあ,転記,✓,113,1.2,11.5,1.8,転記(成分表05031),
